Pos,Game,Game.1,Console,Publisher,VGChartz Score,Critic Score,User Score,Total Shipped,Release Date,Last Update,Unnamed: 11_level_2,Console_Scraped
209,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,,Rocket Company,,,,,28th Sep 06,,,DS
210,The Sims 3,The Sims 3,,Electronic Arts,,7.5,,,26th Oct 10,,,DS
211,Fossil Fighters: Champions,Fossil Fighters: Champions,,Nintendo,,,,,14th Nov 11,,,DS
212,100 Classic Books,100 Classic Books Read the review,,Nintendo,7.2,4.0,,,14th Jun 10,,,DS
213,Final Fantasy Crystal Chronicles: Ring of Fates,Final Fantasy Crystal Chronicles: Ring of Fates,,Square Enix,,7.7,,,11th Mar 08,,,DS
214,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,,IE Institute,,,,,09th Nov 06,,,DS
215,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,,IE Institute,,,,,09th Nov 06,,,DS
216,Hidden Objects: Mystery Stories,Hidden Objects: Mystery Stories,,Navarre Corp,,,,,20th Jul 10,,,DS
217,Peppa Pig: Fun and Games,Peppa Pig: Fun and Games,,Ubisoft,,,,,26th Mar 10,,,DS
218,Club Penguin: Elite Penguin Force - Herbert's Revenge,Club Penguin: Elite Penguin Force - Herbert's Revenge,,Disney Interactive Studios,,,,,25th May 10,,,DS
219,Wario: Master of Disguise,Wario: Master of Disguise,,Nintendo,,,,,05th Mar 07,,,DS
220,Crafting Mama,Crafting Mama,,Majesco,,,,,26th Oct 10,,,DS
221,Drawn to Life: The Next Chapter,Drawn to Life: The Next Chapter,,THQ,,7.4,,,27th Oct 09,,,DS
222,Paws & Claws: Pet Vet,Paws & Claws: Pet Vet,,THQ,,,,,03rd Jan 07,,,DS
223,Up,Up,,THQ,,,,,26th May 09,,,DS
224,The Princess and the Frog,The Princess and the Frog,,Disney Interactive Studios,,,,,17th Nov 09,,,DS
225,Bolt,Bolt,,Disney Interactive Studios,,,,,18th Nov 08,,,DS
226,Phoenix Wright: Ace Attorney - Trials and Tribulations,Phoenix Wright: Ace Attorney - Trials and Tribulations,,Capcom,,7.9,,,23rd Oct 07,,,DS
227,Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,,Electronic Arts,,,,,30th Jun 09,,,DS
228,Battle of Giants: Dragons,Battle of Giants: Dragons,,Ubisoft,,,,,29th Sep 09,,,DS
229,Dragon Quest Monsters: Joker 2 Professional,Dragon Quest Monsters: Joker 2 Professional,,Square Enix,,,,,31st Mar 11,,,DS
230,Advance Wars: Days of Ruin,Advance Wars: Days of Ruin Read the review,,Nintendo,8.7,8.4,,,21st Jan 08,,,DS
231,Ganbaru Watashi no Kakei Diary,Ganbaru Watashi no Kakei Diary,,Nintendo,,,,,12th Jul 07,,,DS
232,Petz: Dogz Pack,Petz: Dogz Pack,,Ubisoft,,,,,04th Nov 08,,,DS
233,MySims Racing,MySims Racing,,Electronic Arts,,,,,08th Jun 09,,,DS
234,Wipeout: The Game,Wipeout: The Game,,Activision,,,,,22nd Jun 10,,,DS
235,The Golden Compass,The Golden Compass,,Sega,,,,,04th Dec 07,,,DS
236,Ni no Kuni: Dominion of the Dark Djinn,Ni no Kuni: Dominion of the Dark Djinn,,Level 5,,,,0.60m,09th Dec 10,11th Jan 19,,DS
237,Littlest Pet Shop: Garden,Littlest Pet Shop: Garden,,Electronic Arts,,,,,14th Oct 08,,,DS
238,SimCity DS,SimCity DS,,Electronic Arts,,,,,19th Jun 07,,,DS
239,Littlest Pet Shop: Jungle,Littlest Pet Shop: Jungle,,Electronic Arts,,,,,14th Oct 08,,,DS
240,Pokémon Trozei!,Pokémon Trozei!,,Nintendo,,,,,06th Mar 06,,,DS
241,Spelling Challenges and more!,Spelling Challenges and more!,,Crave Entertainment,,,,,24th Sep 07,,,DS
242,Call of Duty: Black Ops,Call of Duty: Black Ops,,Activision,,7.0,,,09th Nov 10,,,DS
243,WarioWare D.I.Y.,WarioWare D.I.Y.,,Nintendo,,8.3,,,28th Mar 10,,,DS
244,Asphalt: Urban GT,Asphalt: Urban GT,,Ubisoft,,5.0,,,17th Nov 04,,,DS
245,FIFA Soccer 10,FIFA Soccer 10,,EA Sports,,,,,20th Oct 09,,,DS
246,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,,Namco Bandai,,,,0.58m,24th Apr 08,,,DS
247,Final Fantasy: The 4 Heroes of Light,Final Fantasy: The 4 Heroes of Light Read the review,,Square Enix,8.0,7.2,,,05th Oct 10,,,DS
248,My Secret World by Imagine,My Secret World by Imagine,,Ubisoft,,,,,16th Sep 08,,,DS
249,Harvest Moon: The Tale of Two Towns,Harvest Moon: The Tale of Two Towns,,Natsume,,6.3,,,20th Sep 11,,,DS
250,Mega Man Star Force 2: Zerker x Ninja / Saurian,Mega Man Star Force 2: Zerker x Ninja / Saurian,,Capcom,,,,,24th Jun 08,,,DS
1,Mario Kart 7,Mario Kart 7 Read the review,,Nintendo,9.0,8.2,,18.99m,04th Dec 11,,,3DS
2,Pokémon X/Y,Pokémon X/Y Read the review,,Nintendo,8.7,8.9,9.3,16.80m,12th Oct 13,06th Jan 18,,3DS
3,Pokémon Sun/Moon,Pokémon Sun/Moon,,Nintendo,,9.0,,16.34m,18th Nov 16,03rd Aug 18,,3DS
4,Pokémon Omega Ruby/Pokémon Alpha Sapphire,Pokémon Omega Ruby/Pokémon Alpha Sapphire,,Nintendo,,,,14.68m,21st Nov 14,03rd Aug 18,,3DS
5,New Super Mario Bros. 2,New Super Mario Bros. 2 Read the review,,Nintendo,7.6,7.5,,13.42m,19th Aug 12,30th Jan 18,,3DS
6,Animal Crossing: New Leaf,Animal Crossing: New Leaf Read the review,,Nintendo,9.0,8.6,,13.07m,09th Jun 13,02nd Jan 18,,3DS
7,Super Mario 3D Land,Super Mario 3D Land Read the review,,Nintendo,9.1,8.9,,12.89m,13th Nov 11,06th Apr 18,,3DS
8,Super Smash Bros. for 3DS,Super Smash Bros. for 3DS Read the review,,Nintendo,8.6,8.4,,9.65m,03rd Oct 14,11th Apr 18,,3DS
9,Pokémon: Ultra Sun and Ultra Moon,Pokémon: Ultra Sun and Ultra Moon,,Nintendo,,8.1,,9.28m,17th Nov 17,03rd Aug 18,,3DS
10,Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters,Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters,,Nintendo,,,,7.30m,30th Sep 16,26th Jan 19,,3DS
11,Tomodachi Life,Tomodachi Life,,Nintendo,,7.8,,6.73m,06th Jun 14,05th Jan 18,,3DS
12,Luigi's Mansion: Dark Moon,Luigi's Mansion: Dark Moon Read the review,,Nintendo,7.0,8.6,,6.48m,24th Mar 13,03rd Aug 20,,3DS
13,The Legend of Zelda: Ocarina of Time 3D,The Legend of Zelda: Ocarina of Time 3D Read the review,,Nintendo,9.2,9.3,,6.44m,19th Jun 11,,,3DS
14,Nintendogs + cats,Nintendogs + cats Read the review,,Nintendo,7.7,7.2,,4.69m,27th Mar 11,,,3DS
15,Monster Hunter Generations,Monster Hunter Generations,,Capcom,,8.8,,4.30m,15th Jul 16,30th Jan 18,,3DS
16,The Legend of Zelda: A Link Between Worlds,The Legend of Zelda: A Link Between Worlds Read the review,,Nintendo,9.0,9.3,,4.24m,22nd Nov 13,05th Jan 18,,3DS
17,Monster Hunter 4 Ultimate,Monster Hunter 4 Ultimate,,Capcom,,8.8,,4.20m,13th Feb 15,28th Mar 18,,3DS
18,Monster Hunter 4,Monster Hunter 4,,Capcom,,,,4.10m,14th Sep 13,07th Jan 19,,3DS
19,Super Mario Maker,Super Mario Maker,,Nintendo,,7.3,,3.79m,02nd Dec 16,29th Mar 18,,3DS
20,Animal Crossing: Happy Home Designer,Animal Crossing: Happy Home Designer,,Nintendo,,6.6,,3.51m,25th Sep 15,14th Jan 18,,3DS
21,The Legend of Zelda: Majora's Mask 3D,The Legend of Zelda: Majora's Mask 3D Read the review,,Nintendo,9.0,9.0,,3.46m,13th Feb 15,31st Jan 18,,3DS
22,Fire Emblem Fates,Fire Emblem Fates,,Nintendo,,,,3.09m,19th Feb 16,31st Dec 17,,3DS
23,Bravely Default: Flying Fairy,Bravely Default: Flying Fairy Read the review,,Nintendo,8.8,8.2,,3.00m,07th Feb 14,05th Jan 18,,3DS
24,Yokai Watch,Yokai Watch,,Nintendo,,7.7,,2.97m,06th Nov 15,05th Jan 18,,3DS
25,Mario Party: Island Tour,Mario Party: Island Tour Read the review,,Nintendo,6.8,5.5,,2.95m,22nd Nov 13,04th Aug 20,,3DS
26,Donkey Kong Country Returns 3D,Donkey Kong Country Returns 3D Read the review,,Nintendo,8.8,8.6,,2.94m,24th May 13,28th Sep 18,,3DS
27,Mario & Luigi: Dream Team,Mario & Luigi: Dream Team Read the review,,Nintendo,7.8,8.0,,2.70m,11th Aug 13,28th Aug 18,,3DS
28,Kirby: Triple Deluxe,Kirby: Triple Deluxe,,Nintendo,,7.8,,2.66m,02nd May 14,30th Jan 18,,3DS
29,Monster Hunter 3G,Monster Hunter 3G,,Capcom,,7.6,,2.60m,19th Mar 13,05th Jan 18,,3DS
30,Paper Mario: Sticker Star,Paper Mario: Sticker Star Read the review,,Nintendo,6.8,,,2.49m,11th Nov 12,05th Jan 18,,3DS
31,Yokai Watch Blasters: Red Cat Corps / White Dog Squad,Yokai Watch Blasters: Red Cat Corps / White Dog Squad,,Nintendo,,,,2.37m,07th Sep 18,09th Sep 18,,3DS
32,Fire Emblem: Awakening,Fire Emblem: Awakening Read the review,,Nintendo,9.3,9.0,,2.37m,04th Feb 13,01st Jan 18,,3DS
33,Yokai Watch 3: Sushi / Tempura / Sukiyaki,Yokai Watch 3: Sushi / Tempura / Sukiyaki,,Level 5,,,,2.21m,16th Jul 16,26th Jan 19,,3DS
34,Yoshi's New Island,Yoshi's New Island Read the review,,Nintendo,6.8,,,2.06m,14th Mar 14,01st Feb 18,,3DS
35,LEGO City Undercover: The Chase Begins,LEGO City Undercover: The Chase Begins,,Nintendo,,6.2,,2.04m,21st Apr 13,05th Jan 18,,3DS
36,Dragon Quest XI,Dragon Quest XI,,Square Enix,,,,,29th Jul 17,05th Jan 18,,3DS
37,Monster Hunter Double Cross,Monster Hunter Double Cross,,Capcom,,,,1.80m,18th Mar 17,05th Jan 18,,3DS
38,Tomodachi Collection: New Life,Tomodachi Collection: New Life,,Nintendo,,,,,13th Apr 13,06th Jan 18,,3DS
39,Pokémon Super Mystery Dungeon,Pokémon Super Mystery Dungeon,,Nintendo,,7.7,,1.67m,20th Nov 15,03rd Aug 18,,3DS
40,Kirby: Planet Robobot,Kirby: Planet Robobot,,Nintendo,,7.7,,1.64m,10th Jun 16,20th Apr 18,,3DS
41,Dragon Quest VII: Fragments of the Forgotten Past,Dragon Quest VII: Fragments of the Forgotten Past,,Nintendo,,,,1.60m,16th Sep 16,30th Jan 18,,3DS
42,Mario Tennis Open,Mario Tennis Open Read the review,,Nintendo,6.5,6.6,,1.58m,20th May 12,03rd May 19,,3DS
43,Puzzle & Dragons,Puzzle & Dragons,,GungHo Online Entertainment,,,,1.50m,12th Dec 13,05th Jan 18,,3DS
44,Puzzle & Dragons Z + Super Mario Bros. Edition,Puzzle & Dragons Z + Super Mario Bros. Edition,,Nintendo,,7.8,,1.50m,22nd May 15,17th Jul 18,,3DS
45,Professor Layton and the Mask of Miracle,Professor Layton and the Mask of Miracle Read the review,,Nintendo,8.5,8.4,,1.48m,28th Oct 12,05th Jan 18,,3DS
46,Style Savvy: Trendsetters,Style Savvy: Trendsetters,,Nintendo,,,,1.44m,22nd Oct 12,07th Jan 18,,3DS
47,Style Savvy: Fashion Forward,Style Savvy: Fashion Forward,,Nintendo,,6.5,,1.41m,19th Aug 16,07th Jan 18,,3DS
48,Pokémon Rumble Blast,Pokémon Rumble Blast Read the review,,Nintendo,5.6,5.3,,1.40m,24th Oct 11,,,3DS
49,Pokémon Mystery Dungeon: Gates to Infinity,Pokémon Mystery Dungeon: Gates to Infinity,,Nintendo,,5.9,,1.39m,24th Mar 13,05th Jan 18,,3DS
50,Kid Icarus: Uprising,Kid Icarus: Uprising Read the review,,Nintendo,9.2,8.0,,1.37m,23rd Mar 12,05th Jan 18,,3DS
51,The Legend of Zelda: Tri Force Heroes,The Legend of Zelda: Tri Force Heroes,,Nintendo,,7.4,,1.36m,23rd Oct 15,04th Jan 18,,3DS
52,Kingdom Hearts 3D: Dream Drop Distance,Kingdom Hearts 3D: Dream Drop Distance Read the review,,Square Enix,8.3,7.5,,1.30m,31st Jul 12,05th Jan 18,,3DS
53,Super Street Fighter IV: 3D Edition,Super Street Fighter IV: 3D Edition Read the review,,Capcom,8.7,8.5,,1.30m,27th Mar 11,,,3DS
54,Miitopia,Miitopia,,Nintendo,,6.6,,1.22m,28th Jul 17,18th Nov 18,,3DS
55,Mario & Sonic at the London 2012 Olympic Games,Mario & Sonic at the London 2012 Olympic Games Read the review,,Sega,7.0,6.5,,,14th Feb 12,,,3DS
56,Dragon Quest VIII: Journey of the Cursed King,Dragon Quest VIII: Journey of the Cursed King,,Nintendo,,8.8,,,20th Jan 17,07th Jan 18,,3DS
57,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III: The Clone Wars,,LucasArts,,6.7,,,27th Mar 11,,,3DS
58,Fantasy Life,Fantasy Life,,Nintendo,,6.9,,1.11m,24th Oct 14,01st Jan 18,,3DS
59,Mario & Luigi: Paper Jam,Mario & Luigi: Paper Jam,,Nintendo,,7.4,,1.08m,22nd Jan 16,07th Jan 18,,3DS
60,Star Fox 64 3D,Star Fox 64 3D Read the review,,Nintendo,8.0,8.0,,1.07m,09th Sep 11,,,3DS
61,Sonic Generations,Sonic Generations,,Sega,,6.3,,,22nd Nov 11,,,3DS
62,Lego Marvel Super Heroes: Universe in Peril,Lego Marvel Super Heroes: Universe in Peril,,Warner Bros. Interactive Entertainment,,,,,22nd Oct 13,04th Jan 18,,3DS
63,Rhythm Heaven Megamix,Rhythm Heaven Megamix,,Nintendo,,8.8,,1.03m,15th Jun 16,31st May 18,,3DS
64,Fire Emblem Echoes: Shadows of Valentia,Fire Emblem Echoes: Shadows of Valentia,,Nintendo,,8.3,,1.00m,19th May 17,31st Dec 17,,3DS
65,Monster Strike 3DS,Monster Strike 3DS,,"mixi, Inc",,,,1.00m,17th Dec 15,07th Jan 18,,3DS
66,PilotWings Resort,PilotWings Resort Read the review,,Nintendo,6.1,6.9,,,27th Mar 11,,,3DS
67,Harvest Moon 3D: A New Beginning,Harvest Moon 3D: A New Beginning,,Natsume,,8.2,,,06th Nov 12,07th Jan 18,,3DS
68,Dragon Quest Monsters: Terry's Wonderland 3D,Dragon Quest Monsters: Terry's Wonderland 3D,,Square Enix,,,,0.90m,31st May 12,07th Jan 18,,3DS
69,Resident Evil: Revelations,Resident Evil: Revelations Read the review,,Capcom,9.0,7.8,,,07th Feb 12,,,3DS
70,Mario Party: Star Rush,Mario Party: Star Rush,,Nintendo,,6.2,,,04th Nov 16,19th Nov 18,,3DS
71,LEGO Batman 2: DC Super Heroes,LEGO Batman 2: DC Super Heroes,,Warner Bros. Interactive Entertainment,,,,,26th Jun 12,02nd Jan 19,,3DS
72,LEGO Jurassic World,LEGO Jurassic World,,Warner Bros. Interactive Entertainment,,,,,12th Jun 15,06th Apr 18,,3DS
73,Professor Layton vs Ace Attorney,Professor Layton vs Ace Attorney,,Nintendo,,8.1,,,29th Aug 14,07th Jan 18,,3DS
74,Yokai Watch 3: Sukiyaki,Yokai Watch 3: Sukiyaki,,Nintendo,,,,,02nd Feb 19,09th Sep 18,,3DS
75,Professor Layton and the Azran Legacy,Professor Layton and the Azran Legacy,,Nintendo,,8.0,,,28th Feb 14,07th Jan 18,,3DS
76,Dragon Quest Monsters 2,Dragon Quest Monsters 2,,Square Enix,,,,,06th Feb 14,07th Jan 18,,3DS
77,The Sims 3,The Sims 3,,Electronic Arts,,5.6,,,27th Mar 11,,,3DS
78,The LEGO Movie Videogame,The LEGO Movie Videogame,,Warner Bros. Interactive Entertainment,,,,,07th Feb 14,20th Mar 18,,3DS
79,Mario & Sonic at the Rio 2016 Olympic Games,Mario & Sonic at the Rio 2016 Olympic Games,,Nintendo,,,,,18th Mar 16,05th Apr 18,,3DS
80,Bravely Second: End Layer,Bravely Second: End Layer,,Nintendo,,7.4,,0.70m,15th Apr 16,08th Jan 18,,3DS
81,Monster Hunter Stories,Monster Hunter Stories,,Capcom,,8.1,,,08th Sep 17,23rd May 18,,3DS
82,Mario Party: The Top 100,Mario Party: The Top 100,,Nintendo,,5.0,,,10th Nov 17,04th Aug 20,,3DS
83,Rune Factory 4,Rune Factory 4,,Xseed Games,,,,,01st Oct 13,08th Jan 18,,3DS
84,Frozen: Olaf's Quest,Frozen: Olaf's Quest,,GameMill Entertainment,,,,,12th Nov 13,07th Jan 18,,3DS
85,Angry Birds Trilogy,Angry Birds Trilogy,,Activision,,,,,25th Sep 12,07th Jan 18,,3DS
86,Dragon Quest Monsters Joker 3,Dragon Quest Monsters Joker 3,,Square Enix,,,,,24th Mar 16,07th Jan 18,,3DS
87,Rayman 3D,Rayman 3D Read the review,,Ubisoft,6.7,6.3,,,22nd Mar 11,,,3DS
88,Scribblenauts: Unlimited,Scribblenauts: Unlimited,,Warner Bros. Interactive Entertainment,,,,,13th Nov 12,31st Dec 17,,3DS
89,LEGO Pirates of the Caribbean: The Video Game,LEGO Pirates of the Caribbean: The Video Game,,Disney Interactive Studios,,7.0,,,10th May 11,08th Jan 18,,3DS
90,Cooking Mama 4: Kitchen Magic!,Cooking Mama 4: Kitchen Magic! Read the review,,Majesco,5.3,,,,15th Nov 11,,,3DS
91,Tousouchuu: Shijou Saikyou no Hunter-Tachi Kara Nigekire!,Tousouchuu: Shijou Saikyou no Hunter-Tachi Kara Nigekire!,,Namco Bandai Games,,,,,05th Jul 12,16th Mar 18,,3DS
92,Shin Megami Tensei IV,Shin Megami Tensei IV Read the review,,Atlus,8.6,8.3,,0.60m,16th Jul 13,05th Aug 20,,3DS
93,Final Fantasy Explorers,Final Fantasy Explorers,,Square Enix,,7.3,,,26th Jan 16,08th Jan 18,,3DS
94,Skylanders: Spyro's Adventure,Skylanders: Spyro's Adventure,,Activision,,,,,16th Oct 11,,,3DS
95,Disney Magic World 2,Disney Magic World 2,,Nintendo,,7.5,,,14th Oct 16,08th Jan 18,,3DS
96,Yokai Sangokushi,Yokai Sangokushi,,Level 5,,,,,02nd Apr 16,08th Jan 18,,3DS
97,Xenoblade Chronicles,Xenoblade Chronicles,,Nintendo,,8.6,,,10th Apr 15,15th Jan 18,,3DS
98,Metroid: Samus Returns,Metroid: Samus Returns,,Nintendo,,9.1,,,15th Sep 17,21st Sep 18,,3DS
99,Layton's Mystery Journey: Katrielle and the Millionaire's Conspiracy,Layton's Mystery Journey: Katrielle and the Millionaire's Conspiracy,,Level 5,,,,,06th Oct 17,23rd Jan 18,,3DS
100,Inazuma Eleven GO: Dark / Shine,Inazuma Eleven GO: Dark / Shine,,Level 5,,,,,15th Dec 11,08th Jan 18,,3DS
101,Poochy & Yoshi's Woolly World,Poochy & Yoshi's Woolly World,,Nintendo,,7.5,,,03rd Feb 17,07th Jan 18,,3DS
102,Dragon Ball: Fusions,Dragon Ball: Fusions,,Namco Bandai Games,,6.3,,,22nd Nov 16,14th Jan 18,,3DS
103,FIFA 15,FIFA 15,,EA Sports,,,,,23rd Sep 14,23rd Mar 18,,3DS
104,Run for Money Tousouchuu,Run for Money Tousouchuu,,Unknown,,,,0.52m,,22nd Nov 20,,3DS
105,Lego Batman 3: Beyond Gotham,Lego Batman 3: Beyond Gotham,,Warner Bros. Interactive Entertainment,,,,,11th Nov 14,06th Jan 18,,3DS
106,Mario & Luigi Superstar Saga + Bowser's Minions,Mario & Luigi Superstar Saga + Bowser's Minions,,Nintendo,,,,,06th Oct 17,26th Jan 18,,3DS
107,Yokai Watch Busters 2: Hihou Densetsu Banbarayaa - Magnum / Sword,Yokai Watch Busters 2: Hihou Densetsu Banbarayaa - Magnum / Sword,,Level 5,,,,,16th Dec 17,09th Sep 18,,3DS
108,Shovel Knight,Shovel Knight,,Yacht Club Games,,,,0.50m,03rd Nov 15,21st Nov 18,,3DS
109,Disney Magic Castle: My Happy Life,Disney Magic Castle: My Happy Life,,Nintendo,,7.9,,0.50m,11th Apr 14,07th Jan 18,,3DS
110,Hometown Story,Hometown Story,,Natsume,,5.5,,,22nd Oct 13,14th Jan 18,,3DS
111,Pokémon Art Academy,Pokémon Art Academy,,Nintendo,,7.8,,,24th Oct 14,03rd Aug 18,,3DS
112,Epic Mickey: Power of Illusion,Epic Mickey: Power of Illusion,,Disney Interactive Studios,,6.6,,,18th Nov 12,09th Jan 18,,3DS
113,Super Monkey Ball 3D,Super Monkey Ball 3D,,Sega,,5.7,,,27th Mar 11,,,3DS
114,Steel Diver,Steel Diver,,Nintendo,,5.6,,,27th Mar 11,,,3DS
115,Resident Evil: The Mercenaries 3D,Resident Evil: The Mercenaries 3D Read the review,,Capcom,6.3,6.3,,,28th Jun 11,,,3DS
116,Story of Seasons: Trio of Towns,Story of Seasons: Trio of Towns,,Marvelous Interactive,,7.9,,,28th Feb 17,29th May 18,,3DS
117,Mario Golf: World Tour,Mario Golf: World Tour Read the review,,Nintendo,8.0,8.1,,,02nd May 14,09th Jan 18,,3DS
118,Asphalt 3D,Asphalt 3D Read the review,,Ubisoft,5.1,4.0,,,22nd Mar 11,,,3DS
119,Hyrule Warriors Legends,Hyrule Warriors Legends,,Nintendo,,,,,25th Mar 16,04th Aug 20,,3DS
120,Sonic Lost World,Sonic Lost World,,Sega,,5.2,,,29th Oct 13,07th Apr 18,,3DS
121,Luigi's Mansion,Luigi's Mansion,,Nintendo,,7.3,,,12th Oct 18,03rd Aug 20,,3DS
122,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,,Namco Bandai Games,,,,0.47m,12th Jul 12,08th Jan 18,,3DS
123,Detective Pikachu,Detective Pikachu Read the review,,Nintendo,7.0,7.1,,,23rd Mar 18,12th Jan 18,,3DS
124,Inazuma Eleven Go: Chrono Stone - Wildfire / Thunderflash,Inazuma Eleven Go: Chrono Stone - Wildfire / Thunderflash,,Level 5,,,,,13th Dec 12,31st Aug 18,,3DS
125,Mario Sports Superstars,Mario Sports Superstars,,Nintendo,,6.0,,,24th Mar 17,20th Jan 18,,3DS
126,Attack on Titan: The Last Wings of Mankind,Attack on Titan: The Last Wings of Mankind,,Spike Chunsoft,,,,,05th Dec 13,29th Jan 19,,3DS
127,Art Academy: Lessons for Everyone!,Art Academy: Lessons for Everyone!,,Nintendo,,8.0,,0.45m,01st Oct 12,09th Jan 18,,3DS
128,Style Savvy: Styling Star,Style Savvy: Styling Star,,Nintendo,,8.5,,,25th Dec 17,05th Sep 18,,3DS
129,Shin Megami Tensei: Devil Survivor Overclocked,Shin Megami Tensei: Devil Survivor Overclocked,,Atlus,,7.6,,,23rd Aug 11,14th Jan 18,,3DS
130,Hey! Pikmin,Hey! Pikmin,,Nintendo,,6.8,,,28th Jul 17,03rd Feb 18,,3DS
131,Tetris Axis,Tetris Axis Read the review,,Nintendo,7.5,7.8,,,02nd Oct 11,,,3DS
132,Story of Seasons,Story of Seasons,,Xseed Games,,7.7,,,31st Mar 15,30th Dec 17,,3DS
133,Fossil Fighters: Frontier,Fossil Fighters: Frontier,,Nintendo,,,,,20th Mar 15,16th Jan 18,,3DS
134,LEGO The Lord of the Rings,LEGO The Lord of the Rings,,Warner Bros. Interactive Entertainment,,,,,30th Oct 12,17th Jan 18,,3DS
135,Madden NFL Football,Madden NFL Football,,EA Sports,,4.5,,,22nd Mar 11,,,3DS
136,LEGO Harry Potter: Years 5-7,LEGO Harry Potter: Years 5-7,,Warner Bros. Interactive,,,,,11th Nov 11,17th Jan 18,,3DS
137,Theatrhythm Final Fantasy: Curtain Call,Theatrhythm Final Fantasy: Curtain Call,,Square Enix,,,,,16th Sep 14,29th Jan 19,,3DS
138,Project X Zone,Project X Zone Read the review,,Namco Bandai Games,5.5,6.5,,0.40m,25th Jun 13,17th Jan 18,,3DS
139,Momotaro Dentetsu 2017: Tachiagare Nippon!!,Momotaro Dentetsu 2017: Tachiagare Nippon!!,,Nintendo,,,,,22nd Dec 16,29th May 18,,3DS
140,Combat of Giants: Dinosaurs 3D,Combat of Giants: Dinosaurs 3D,,Ubisoft,,4.3,,,22nd Mar 11,,,3DS
141,FIFA Soccer 12,FIFA Soccer 12 Read the review,,EA Sports,7.4,7.0,,,27th Sep 11,,,3DS
142,One Piece Unlimited World: Red,One Piece Unlimited World: Red Read the review,,Namco Bandai Games,7.0,,,,08th Jul 14,19th Oct 18,,3DS
143,Metal Gear Solid: Snake Eater 3D,Metal Gear Solid: Snake Eater 3D,,Konami Digital Entertainment,,7.9,,,21st Feb 12,05th Aug 18,,3DS
144,Raving Rabbids: Travel in Time 3D,Raving Rabbids: Travel in Time 3D,,Ubisoft,,5.8,,,10th Apr 11,20th Jan 18,,3DS
145,Phoenix Wright: Ace Attorney - Dual Destinies,Phoenix Wright: Ace Attorney - Dual Destinies Read the review,,Unknown,8.8,8.1,,,01st Jan 14,04th Jan 18,,3DS
146,Pro Evolution Soccer 2011 3D,Pro Evolution Soccer 2011 3D,,Konami,,7.5,,,25th Mar 11,,,3DS
147,Hatsune Miku: Project Mirai DX,Hatsune Miku: Project Mirai DX,,Sega,,7.5,,,08th Sep 15,29th May 18,,3DS
148,Minecraft,Minecraft,,Nintendo,,6.7,,,10th Nov 17,05th Aug 18,,3DS
149,Shin Megami Tensei IV: Apocalypse,Shin Megami Tensei IV: Apocalypse,,Atlus,,8.1,,,20th Sep 16,29th May 18,,3DS
150,Sentouchu: Densetsu no Shinobi to Survival Battle!,Sentouchu: Densetsu no Shinobi to Survival Battle!,,Namco Bandai Games,,,,,17th Oct 13,20th Jan 18,,3DS
151,Harvest Moon: The Tale of Two Towns,Harvest Moon: The Tale of Two Towns,,Natsume,,6.3,,,01st Nov 11,07th Jan 18,,3DS
152,Disney Infinity,Disney Infinity,,Disney Interactive Studios,,,,,18th Aug 13,21st Jan 18,,3DS
153,Dragon Ball Z: Extreme Butoden,Dragon Ball Z: Extreme Butoden,,Namco Bandai Games,,5.0,,,20th Oct 15,17th Jan 18,,3DS
154,Lego Legends of Chima: Laval's Journey,Lego Legends of Chima: Laval's Journey,,Warner Bros. Interactive Entertainment,,,,,25th Jun 13,22nd Jan 18,,3DS
155,Angry Birds: Star Wars,Angry Birds: Star Wars,,Activision,,,,,29th Oct 13,20th Jan 18,,3DS
156,Tom Clancy's Ghost Recon: Shadow Wars,Tom Clancy's Ghost Recon: Shadow Wars,,Ubisoft,,7.9,,,22nd Mar 11,,,3DS
157,Skylanders: Trap Team,Skylanders: Trap Team,,Activision,,,,,05th Oct 14,23rd Jan 18,,3DS
158,Dragon Ball Heroes: Ultimate Mission 2,Dragon Ball Heroes: Ultimate Mission 2,,Namco Bandai Games,,,,,07th Aug 14,22nd Jan 18,,3DS
